ria,cite,jac,jac_match,jac_check,lev,lev_match,lev_check,partial,partial_match,partial_check,sor,sor_match,sor_check,source,type
2060-AO81,Conservation Reserve Program Statistis Monthly Summary,0.086956522,Services Agency Conservation Reserve Program Statistics Monthly Summary,1,0.23943662,Services Agency Conservation Reserve Program Statistics Monthly Summary,1,0.02,Services Agency Conservation Reserve Program Statistics Monthly Summary,1,0.045454545,Services Agency Conservation Reserve Program Statistics Monthly Summary,1,gt,Government Report
2060-AO81,Petroleum Marketing Annual 2006 Tables 31 34 and 48,0.384615385,Primary and secondary contributions to ambient PM in the midwestern United States Environ Sci Technol 42933033309 httppubsacsorgcgibinarticlecgiesthag200842i09htmles0720412html Kleindienst TE,0,0.68627451,Marketing Annual,1,0,Marketing Annual,1,0.238095238,Primary and secondary contributions to ambient PM in the midwestern United States Environ Sci Technol 42933033309 httppubsacsorgcgibinarticlecgiesthag200842i09htmles0720412html Kleindienst TE,0,gt,Other
0910-AG56,Bias Discrimination and Obesity,0.375,Do Nutrition Labels Improve Dietary Outcomes,0,0.685714286,Taxing Food Implications for Public,0,0.46,Trends in QualityAdjusted LifeYears Lost Contributed by Smoking and Obesity”,0,0.230769231,Do Nutrition Labels Improve Dietary Outcomes,0,gt,Scholarly Journal
2060-AO81,Response of Surface Water Chemistry to the Clean Air Act Amendments of 1990,0.259259259,Supplies American Society of Agronomy 99111,0,0.68907563,Timedependent changes of markers associated with inflammation in the lungs of humans exposed to ambient levels of ozone,0,0.44,State of the Bay,0,0.14893617,Supplies American Society of Agronomy 99111,0,gt,Government Report
2070-AJ57,National Survey of Lead and Allergens in Housing,0.291666667,for Housing Studies JCHS at Harvard University,0,0.708333333,Bone Pb levels and delinquent behavior,0,0.48,Consumer Product Safety Commission and US Department of Housing and Urban Development EPA,0,0.170731707,for Housing Studies JCHS at Harvard University,0,gt,Government Report 
2060-AO38,Commercial Marine Activity for Deep Sea Ports in the United States,0.107142857,Commercial Marine Emission Inventory Development prepared for the US Environmental Protection Agency,0,0.5625,Commercial Marine Port Inventory Development prepared for the US Environmental Protection Agency,0,0,Commercial Marine Activity for Deep Sea Ports in the United States prepared for the US Environmental Protection Agency EPA Report Number EPA420R99020 available online at httpwwwepagovotaqmodelsnonrdmdlcmariner99020pdf Docket ID EPAHQOAR,1,0.056603774,Commercial Marine Emission Inventory Development prepared for the US Environmental Protection Agency,0,gt,Government Report
2060-AO81,30x30 A Scenario for Supplying 30 of 2004 Motor Gasoline with Ethanol by 2030 A Production Scenario for Cellulosic Ethanol from Corn Stover,0.216216216,Modeling the Effect of Renewable Fuels Standards 2 Prepared for the Environmental Protection Agency by Jacobs Consultancy under contract with Southwest Research Associates,0,0.712230216,of Energy Breaking the Biological Barriers to Cellulosic Ethanol A Joint Research Agenda,0,0.29,World Ethanol ,0,0.121212121,Modeling the Effect of Renewable Fuels Standards 2 Prepared for the Environmental Protection Agency by Jacobs Consultancy under contract with Southwest Research Associates,0,gt,Government Report
2502-AI61,Prospect of HUD RESPA Reform Prompts Real Estate Inudstry to Act,0.107142857,Prospect of HUD RESPA Reform Prompts Real Estate Industry to Act”,1,0.074626866,Prospect of HUD RESPA Reform Prompts Real Estate Industry to Act”,1,0.02,Prospect of HUD RESPA Reform Prompts Real Estate Industry to Act”,1,0.056603774,Prospect of HUD RESPA Reform Prompts Real Estate Industry to Act”,1,gt,Article
2050-AE81,Notification of Regulated Waste Activity Renewal,0.423076923,Statelocal govt cost as percentage of StateLocal government electric utility annual revenues,0,0.724637681,Statebystate aggregated plant data comparison to statewide benchmarks,0,0.55,National aggregated plant data comparison to statewide benchmarks Step 3 On a plantbyplant basis EPA compared the plant ZCTA percentage children to the respective statewide average percentage children Step 4 For purpose of summary EPA aggregated the plant level children population comparison data for each state as displayed in Exhibit 7J below There are no data displayed for DC ID RI or VT because there are no coalfired electric utility plants in those states,0,0.268292683,Statelocal govt cost as percentage of StateLocal government electric utility annual revenues,0,gt,Regulation
2060-AO81,Emissions and Engine Performance from Blends of Soya and Canola Methyl Ester with ARB 2 Diesel in a DDC 6V92TA MUI Engine,0.257142857,An Analysis of EPA Biofuel Scenarios with the CARD International Models,0,0.719008264,Emissions from light duty gasoline vehicles operating on low blend ethanol gasoline and E85,0,0.46,Iowa Land Value Survey,0,0.147540984,An Analysis of EPA Biofuel Scenarios with the CARD International Models,0,gt,Scholarly Journal
2060-AP52,Guidance on the Use of Models and Other Analyses for Demonstrating Attainment of Air Quality Goals for Ozone PM25 and Regional Haze,0,Guidance on the Use of Models and Other Analyses for Demonstrating Attainment of Air Quality Goals for Ozone PM25 and Regional Haze,1,0,Guidance on the Use of Models and Other Analyses for Demonstrating Attainment of Air Quality Goals for Ozone PM25 and Regional Haze,1,0,Guidance on the Use of Models and Other Analyses for Demonstrating Attainment of Air Quality Goals for Ozone PM25 and Regional Haze,1,0,Guidance on the Use of Models and Other Analyses for Demonstrating Attainment of Air Quality Goals for Ozone PM25 and Regional Haze,1,gt,Government Report
2060-AO81,FYI Newsletter Volume 13 Issue 10,0.558823529,Full IRIS Summary for nHexane CASRN 110543 Integrated Risk Information System IRIS,0,0.727272727,Iowa Land Value Survey,0,0.07,3303 can be found at httpthomaslocgovcgibinqueryzc110S3303 House Rule 6559 can be found at httpthomaslocgovcgibinbdqueryzd110HR6559 NEVC FYI Newsletter Volume 14 Issue 14,0,0.387755102,Full IRIS Summary for nHexane CASRN 110543 Integrated Risk Information System IRIS,0,gt,Article
2060-AP52,Wideranging OnLine Data for Epidemiologic Research ,0.260869565,Effect of ligands and other metals on the,0,0.707317073,Little‘s range and FIA importance value database for 135 eastern US tree species,0,0.5,Preservation Values for Visibility Protection at the National Parks Draft Final Report Prepared for Office of Air Quality Planning and Standards US Environmental Protection Agency Research Triangle Park NC and Air Quality Management Division National Park Service,0,0.15,Effect of ligands and other metals on the,0,gt,Database
2130-AB69,CostBenefit Default Principles,0.481481481,Association of American Railroads AAR before US House of Representatives Subcommittee on Railroads,0,0.8,Highway Business Report Fewer Customers” Augusta Chronicle,0,0.54,Car Performance Standards NPRM  RIA AEIBrookings Joint Center for Regulatory Studies “Interests of Amici Curiae American Trucking Associations,0,0.317073171,Association of American Railroads AAR before US House of Representatives Subcommittee on Railroads,0,gt,Scholarly Journal
2050-AE81,ASTM Volume 1505 Engine Coolants Halogenated Organic Solvents and Fire Extinguishing Agents Industrial and Specialty Chemicals,0.382978723,National aggregated plant data comparison to statewide benchmarks Step 3 On a plantbyplant basis EPA compared the plant ZCTA percentage children to the respective statewide average percentage children Step 4 For purpose of summary EPA aggregated the plant level children population comparison data for each state as displayed in Exhibit 7J below There are no data displayed for DC ID RI or VT because there are no coalfired electric utility plants in those states,0,0.738095238,Statelocal govt cost as percentage of StateLocal government electric utility annual revenues,0,0.58,administration and enforcement costs to RCRAauthorized state government programsagencies Consistent with the “direct cost” scope of EO 13132 not included in Exhibit 7L are potential indirect costs in the form of potential lost annual revenues to electricity plants associated with potential reductions in CCR sold by plants for beneficial use under the three Subtitle C options for which such an possible indirect effect is estimated in this RIA EPA’s 2008 guidance194 for compliance with EO 13132 describes two numerical methods ie numerical tests for evaluating whether an EPA rule may have federalism implications with respect to “substantial direct compliance costs”,0,0.236842105,National aggregated plant data comparison to statewide benchmarks Step 3 On a plantbyplant basis EPA compared the plant ZCTA percentage children to the respective statewide average percentage children Step 4 For purpose of summary EPA aggregated the plant level children population comparison data for each state as displayed in Exhibit 7J below There are no data displayed for DC ID RI or VT because there are no coalfired electric utility plants in those states,0,gt,Non-Government Report
2060-AP52,Effects of methylmercury and spatial complexity on foraging behavior and foraging efficiency in juvenile white ibises ,0.192307692,Bioaccumulation of mercury in pelagic freshwater food webs,0,0.694915254,A Review of Selected Bioeconomic Models with Environmental Influences in Fisheries,0,0.41,Unlocking Energy Efficiency in the US,0,0.106382979,Bioaccumulation of mercury in pelagic freshwater food webs,0,gt,Scholarly Journal
2060-AP50,Deterministic versus stochastic evaluation of the aggregate economic effects of price support programs,0.19047619,Development and applications of a standard visual index,0,0.607843137,A reassessment of the economic effects of ozone on US,0,0.39,of the Census,0,0.105263158,Development and applications of a standard visual index,0,gt,Scholarly Journal
2060-AP58,Impacts of Climate Change and  Variability on Transportation Systems and  Infrastructure Gulf Coast Study Phase I,0.264705882,The Physical Science Basis Contribution of Working Group I to the Fourth Assessment Report of the Intergovernmental Panel on Climate Change,0,0.690265487,Consumer Views on Transportation and Energy Second Edition,0,0.48,202 Global Climate Change Impacts in the,0,0.152542373,The Physical Science Basis Contribution of Working Group I to the Fourth Assessment Report of the Intergovernmental Panel on Climate Change,0,gt,
2060-AP58,Economic and Social  Dimensions of Climate Change,0.296296296,Protection Agency at the following address Director Certification and Innovative Strategies Division US Environmental Protection Agency,0,0.714285714,Hematotoxicity and carcinogenicity of benzene,0,0.43,Nordhaus The Challenge of Global Warming 2008 Nicholas Stern The Economics of Climate Change 2008 Discounting and 49673 Federal Register ,0,0.173913043,Protection Agency at the following address Director Certification and Innovative Strategies Division US Environmental Protection Agency,0,gt,
2126-AB20,Performing while sleepy effects of experimentally induced sleepiness,0.25,Review of fatigue detection and prediction technologies,0,0.733333333,Circadian rhythms in the secretion of cortisol adrenaline and noradrenaline,0,0.52,We are chronically sleep deprived,0,0.142857143,Review of fatigue detection and prediction technologies,0,gt,Book 
2126-AB20,Wage Adjustments in Local Labor Markets Do the Wage Rates in all Industries Adjust,0.40625,Bimodal distribution of REM sleep latency during forced desynchrony model implicationsquot,0,0.731707317,Concepts and Models of Sleep Regulation An overviewquot,0,0.52,We are chronically sleep deprived,0,0.254901961,Bimodal distribution of REM sleep latency during forced desynchrony model implicationsquot,0,gt,Government Report
2060-AP58,Discounting and relative prices,0.363636364,Administrator Environmental Protection Agency,0,0.723404255,207 Global Climate Change Impacts in the United,0,0.39,Nordhaus The Challenge of Global Warming 2008 Nicholas Stern The Economics of Climate Change 2008 Discounting and 49673 Federal Register ,0,0.222222222,Administrator Environmental Protection Agency,0,gt,Scholarly Journal
0910-AG41,National Income and Product Accounts Table 255,0.393939394,Institute of Medicine of the National Academies ‘‘Ending the Tobacco Problem A Blueprint for the Nation’’,0,0.623188406,Bureau of Economic Analysis National Economic Accounts ‘‘Table 35,0,0.32,Bureau of Economic Analysis National Economic Accounts ‘‘Table 35,0,0.245283019,Institute of Medicine of the National Academies ‘‘Ending the Tobacco Problem A Blueprint for the Nation’’,0,gt,Government Report 
2060-AP52,The Benefits and Costs of Fish Consumption Advisories for Mercury,0.2,Recovery of MercuryContaminated Fisheries,0,0.461538462,The Benefits and Costs of the Clean Air Act,0,0.26,The Benefits and Costs of the Clean Air Act,0,0.111111111,Recovery of MercuryContaminated Fisheries,0,gt,Non-Government Report
2050-AE81,TVA Coal Combustion Products Remediation Plan Proposed,0.407407407,Plantbyplant disaggregated data comparison to statewide benchmarks,0,0.760869565,Statelocal govt cost as percentage of StateLocal government electric utility annual revenues,0,0.58,227 0131 0215 Type of owner entity assigned by EPA ORCR based on business type disclosed in owner name or plantbyplant internet research on type of ownership Size class determined according to the following numerical criteria consistent with EPA’s,0,0.255813953,Plantbyplant disaggregated data comparison to statewide benchmarks,0,gt,Government Report
2060-AM44,2002 Energy Consumption by Manufacturers�Data Tables� Tables 32 N32 and 52,0.342105263,Distribution of Employment within Food Manufacturing NAICS 311,0,0.698412698,Department of Energy Energy Information Administration 2010d “Electric Power Annual 2008 Table 81 Table 83 Table 84 Table 85,0,0.57,Department of Energy Energy Information Administration 2010d “Electric Power Annual 2008 Table 81 Table 83 Table 84 Table 85,0,0.206349206,Distribution of Employment within Food Manufacturing NAICS 311,0,gt,Database
2502-AI61,Credit Capital and Communities The Implications of the Changing Mortgage Banking Industry for Community Based Organizations,0.264705882,Modernizing Home Buying How IT Can Empower Individuals Slash Costs and Transform the Real Estate Industry Progressive Policy Institute,0,0.674796748,Monoline Restrictions with Applications to Mortgage Insurance and Title Insurancequot,0,0,The,0,0.152542373,Modernizing Home Buying How IT Can Empower Individuals Slash Costs and Transform the Real Estate Industry Progressive Policy Institute,0,gt,Non-government report
2060-AP52,A national ozone biomonitoring program  Results from field surveys of ozone sensitive plants in northeastern forests 19942000,0.205882353,A national ozone biomonitoring program—results from field surveys of ozone sensitive plants in Northeastern forests 19942000 Environmental Monitoring and Assessment,1,0.271084337,A national ozone biomonitoring program—results from field surveys of ozone sensitive plants in Northeastern forests 19942000 Environmental Monitoring and Assessment,1,0.04,A national ozone biomonitoring program—results from field surveys of ozone sensitive plants in Northeastern forests 19942000 Environmental Monitoring and Assessment,1,0.114754098,A national ozone biomonitoring program—results from field surveys of ozone sensitive plants in Northeastern forests 19942000 Environmental Monitoring and Assessment,1,gt,Scholarly Journal
2126-AB20,Large Truck and Bus Crash Facts 200S,0.53125,Effects of loading and unloading cargo on commercial truck driver alertness and performance Federal Motor Carrier Safety Administration FMCSA,0,0.781818182,Review of fatigue detection and prediction technologies,0,0.56,Commercial Motor Vehicle Driver Fatigue Alertness and Countermeasures Surveyquot Sponsored by US Department of Transportation Federal Highway Administration,0,0.361702128,Effects of loading and unloading cargo on commercial truck driver alertness and performance Federal Motor Carrier Safety Administration FMCSA,0,gt,Government Report 
2050-AE81,General Hazardous Waste Facility Standards,0.461538462,Statelocal govt cost as percentage of StateLocal government electric utility annual revenues,0,0.727272727,Plantbyplant disaggregated data comparison to statewide benchmarks,0,0.53,administration and enforcement costs to RCRAauthorized state government programsagencies Consistent with the “direct cost” scope of EO 13132 not included in Exhibit 7L are potential indirect costs in the form of potential lost annual revenues to electricity plants associated with potential reductions in CCR sold by plants for beneficial use under the three Subtitle C options for which such an possible indirect effect is estimated in this RIA EPA’s 2008 guidance194 for compliance with EO 13132 describes two numerical methods ie numerical tests for evaluating whether an EPA rule may have federalism implications with respect to “substantial direct compliance costs”,0,0.3,Statelocal govt cost as percentage of StateLocal government electric utility annual revenues,0,gt,Regulation
2060-AP90,What determines the value of life A metaanalysis,0.291666667,Email and attachment from Peter Westlin EPA to Mary Johnson,0,0.375,What Determines the Value of Life,1,0.1,What Determines the Value of Life,1,0.170731707,Email and attachment from Peter Westlin EPA to Mary Johnson,0,gt,Scholarly Journal
2070-AJ57,NonEmployer Statistics,0.375,Educational Services Industry Series Summary Statistics for the United States,0,0.363636364,of Labor Statistics,0,0.05,Nonemployer Statistics” Available at langen Downloaded 11132006,1,0.230769231,Educational Services Industry Series Summary Statistics for the United States,0,gt,Database 
2127-AK56,TRANSWP2978Rev1Amend2,0.783783784,Discounting Environmental Health Risks New Evidence and Policy Implications,0,0.901960784,15 For this analysis the estimates were inflated to,0,0.72,Discounting Environmental Health Risks New Evidence and Policy Implications,0,0.644444444,Discounting Environmental Health Risks New Evidence and Policy Implications,0,gt,Regulation 
2060-AP50,Air Pollution and Exacerbation of Asthma in AfricanAmerican Children in Los Angeles,0,Air Pollution and Exacerbation of Asthma in AfricanAmerican Children in Los Angeles,1,0,Air Pollution and Exacerbation of Asthma in AfricanAmerican Children in Los Angeles,1,0,Air Pollution and Exacerbation of Asthma in AfricanAmerican Children in Los Angeles,1,0,Air Pollution and Exacerbation of Asthma in AfricanAmerican Children in Los Angeles,1,gt,Scholarly Journal
2060-AO15,Expert Judgment Assessment of the Mortality Impact of Changes in Ambient Fine Particulate Matter in the US TechnolEnviron Sci,0.03030303,Expert Judgment Assessment of the Mortality Impact of Changes in Ambient Fine Particulate Matter in the US Environ Sci,1,0.056,Expert Judgment Assessment of the Mortality Impact of Changes in Ambient Fine Particulate Matter in the US Environ Sci,1,0.06,Expert Judgment Assessment of the Mortality Impact of Changes in Ambient Fine Particulate Matter in the US Environ Sci,1,0.015384615,Expert Judgment Assessment of the Mortality Impact of Changes in Ambient Fine Particulate Matter in the US Environ Sci,1,gt,Other
2060-AO19,Circular A4,0.823529412,NO PARSCIT CITATIONS,,0.9,NO PARSCIT CITATIONS,,0.73,NO PARSCIT CITATIONS,,0.7,NO PARSCIT CITATIONS,,gt,Government Report
2040-AE91,Residential Market Recovery Not Yet Started,0.366666667,Primary Mortgage Market Survey Conventional Conforming 30Year FixedRate Mortgage Series Since,0,0.697674419,North America Market Trends Third Quarter,0,0.26,Available online at httpwwwreedconstructiondatacomnews200809residentialmarketrecoverynotyetstarted1 Risk Management Association,0,0.224489796,Primary Mortgage Market Survey Conventional Conforming 30Year FixedRate Mortgage Series Since,0,gt,Non-government report
2060-AP52,Risk and Exposure Assessment for Review of the Secondary National Ambient Air Quality Standards for Oxides of Nitrogen and Oxides of Sulfur Final,0.230769231,Preservation Values for Visibility Protection at the National Parks Draft Final Report Prepared for Office of Air Quality Planning and Standards US Environmental Protection Agency Research Triangle Park NC and Air Quality Management Division National Park Service,0,0.682758621,Guidance on the Use of Models and Other Analyses for Demonstrating Attainment of Air Quality Goals for Ozone PM25 and Regional Haze,0,0.47,Integrated Science Assessment ISA for Oxides of Nitrogen and Sulfur–Ecological Criteria Final Report,0,0.130434783,Preservation Values for Visibility Protection at the National Parks Draft Final Report Prepared for Office of Air Quality Planning and Standards US Environmental Protection Agency Research Triangle Park NC and Air Quality Management Division National Park Service,0,gt,Government Report
2070-AJ57,EPA Policy for the Administration of Environmental Programs on Indian Reservations ,0.192307692,Childcare and Early Education Arrangements of Infants Toddlers and Preschoolers,0,0.691729323,Economic Analysis for the TSCA Lead Renovation Repair and Painting Program Final Rule for Target Housing and ChildOccupied Facilities,0,0.31,Business Administration,0,0.106382979,Childcare and Early Education Arrangements of Infants Toddlers and Preschoolers,0,gt,Government Report 
1904-AA92,US Lighting Market Characterization Volume 1 National Lighting Inventory and Energy Consumption Estimate,0.375,Available at httpwwwcensusgov Solid State Lighting MultiYear Program Plan51 Lastly using markup based on currentlyavailable LED lamps DOE was market until after,0,0.76875,Available at httpwwwcensusgov Solid State Lighting MultiYear Program Plan51 Lastly using markup based on currentlyavailable LED lamps DOE was market until after,0,0.57,Scenarios In the,0,0.230769231,Available at httpwwwcensusgov Solid State Lighting MultiYear Program Plan51 Lastly using markup based on currentlyavailable LED lamps DOE was market until after,0,gt,Government Report
2060-AP50,Air Pollution and Hospital Admissions for Diseases of the Circulatory System in Three US Metropolitan Areas,0,Air Pollution and Hospital Admissions for Diseases of the Circulatory System in Three US Metropolitan Areas,1,0,Air Pollution and Hospital Admissions for Diseases of the Circulatory System in Three US Metropolitan Areas,1,0,Air Pollution and Hospital Admissions for Diseases of the Circulatory System in Three US Metropolitan Areas,1,0,Air Pollution and Hospital Admissions for Diseases of the Circulatory System in Three US Metropolitan Areas,1,gt,Scholarly Journal
2060-AP58,Discounting the distant future how much do uncertain rates increase valuations,0.321428571,Protection Agency at the following address Director Certification and Innovative Strategies Division US Environmental Protection Agency,0,0.725925926,Protection Agency at the following address Director Certification and Innovative Strategies Division US Environmental Protection Agency,0,0.53,AECD descriptions submitted at certification Any AECD specific to high altitude must require engineering emission data for EPA evaluation to quantify any emission impact and validity of the AECD,0,0.191489362,Protection Agency at the following address Director Certification and Innovative Strategies Division US Environmental Protection Agency,0,gt,Scholarly Journal
2060-AN99,Notice of Availability,0.45,Environmental Protection Agency EPA,0,0.75,Department of Transportation,0,0.55,Industrywide Uses of Chlorine by Industry 27 22 Use of Caustic Soda by Industry 27 23 Use of Caustic Potash by Industry  28 24 Income or Loss as Net a Percentage of Sales Basic Chemicals Resins and Synthetics NAICS 3251 and 3252 2000–2005  214 31 Capital Cost Factor ton Cl2 produced vs Capacity  35 41 Price Trends Alkalis and Chlorine Manufacturing,0,0.290322581,Environmental Protection Agency EPA,0,gt,Government Report
2502-AI61,Testimony from the Executive Director Consumer Mortgage Coalition to House Financial Services Committee Subcommittee on Housing and Community Opportunity,0.129032258,Testimony from the Executive Director Consumer Mortgage Coalition to House Financial Services Committee,1,0.326797386,Testimony from the Executive Director Consumer Mortgage Coalition to House Financial Services Committee,1,0,Testimony from the Executive Director Consumer Mortgage Coalition to House Financial Services Committee,1,0.068965517,Testimony from the Executive Director Consumer Mortgage Coalition to House Financial Services Committee,1,gt,Hearing
1218-AB80,Telephone conversation between Joe Shefchik and Ayesha Berlind ERG,0.107142857,Telephone conversation between Joe Shefchik and Ayesha Berlind,1,0.060606061,Telephone conversation between Joe Shefchik and Ayesha Berlind,1,0,Telephone conversation between Joe Shefchik and Ayesha Berlind,1,0.056603774,Telephone conversation between Joe Shefchik and Ayesha Berlind,1,gt,Other 
1117-AA61,Electronic Prescribing Systems Making it safer to take your medicine,0.206896552,Electronic Prescribing Systems Making it safer to take your medicine” Research Highlights,1,0.252747253,Electronic Prescribing Systems Making it safer to take your medicine” Research Highlights,1,0,Electronic Prescribing Systems Making it safer to take your medicine” Research Highlights,1,0.115384615,Electronic Prescribing Systems Making it safer to take your medicine” Research Highlights,1,gt,Non-government report
2060-AP50,Fine particulate matter PM25 air pollution and selected causes of postneonatal infant mortality in California,0.285714286,Effects of oxidant air pollutants on forest succession in the mixed conifer forest type of southern California In Air Pollutants Effects on Forest Ecosystems,0,0.605504587,Fine Particle Air Pollution and Life Expectancy in the United States New England,0,0.37,Air Pollution and Human Health,0,0.166666667,Effects of oxidant air pollutants on forest succession in the mixed conifer forest type of southern California In Air Pollutants Effects on Forest Ecosystems,0,gt,Scholarly Journal
2060-AO81,Rees scraps biofuel mandates,0.142857143,The Australian Rees scraps biofuel mandates,1,0.348837209,The Australian Rees scraps biofuel mandates,1,0,The Australian Rees scraps biofuel mandates,1,0.076923077,The Australian Rees scraps biofuel mandates,1,gt,Article
2060-AO81,Nutrient Fluxes of the MississippiAtchafalaya River Basin and Subbasins for the Period of Record Through 2005 US Geological Survey OpenFile Report 20071080,0.268292683,Streamflow and Nutrient Fluxes of the MississippiAtchafalaya River Basin and Subbasins for the Period of Record Through,1,0.425806452,Streamflow and Nutrient Fluxes of the MississippiAtchafalaya River Basin and Subbasins for the Period of Record Through,1,0.13,Streamflow and Nutrient Fluxes of the MississippiAtchafalaya River Basin and Subbasins for the Period of Record Through,1,0.154929577,Streamflow and Nutrient Fluxes of the MississippiAtchafalaya River Basin and Subbasins for the Period of Record Through,1,gt,Government Report
0583-AD36,Salmonella Cost Estimate Updated Using FoodNet Data,0.384615385,Department of Agriculture National Agricultural Statistics Service USDANASS,0,0.68627451,Data US trade data US Imports Trade data,0,0.52,PostSalmonella Reactive Arthritis,0,0.238095238,Department of Agriculture National Agricultural Statistics Service USDANASS,0,gt,Scholarly Journal
2060-AP58,Health Assessment of 13Butadiene,0.407407407,Be addressed to Administrator National Highway Traffic Safety Administration,0,0.755555556,Hematotoxicity and carcinogenicity of benzene,0,0.41,INFORMATION CONTACT EPA Tad Wysor Office of Transportation and Air Quality Assessment and Standards Division Environmental Protection Agency,0,0.255813953,Be addressed to Administrator National Highway Traffic Safety Administration,0,gt,Government Report
2060-AO81,2005 Prime Supplier Sales Values for No2 Diesel,0.448275862,Prevention of Significant Deterioration Construction Permit Application Prepared for Verasun Fort Dodge,0,0.7,Review of the National Ambient Air Quality Standards for Ozone Policy Assessment,0,0.54,Format Feedstock Supply System Design for Lignocellulosic Biomass Western Region Biomass Workshop August 27,0,0.288888889,Prevention of Significant Deterioration Construction Permit Application Prepared for Verasun Fort Dodge,0,gt,Database
1004-AD90,Are we running out of oil,0.904761905,NO PARSCIT CITATIONS,,0.92,NO PARSCIT CITATIONS,,0.9,NO PARSCIT CITATIONS,,0.826086957,NO PARSCIT CITATIONS,,gt,Non-Government Report
1810-AB04,Executive Order 12866,0.625,Arne Duncan Secretary of Education,0,0.80952381,VerDate Nov242008,0,0.62,Using Student Progress To Evaluate Teachers A Primer on ValueAdded Models Educational Testing Service Policy Information Center,0,0.454545455,Arne Duncan Secretary of Education,0,gt,Regulation
2040-AE95,Annual Energy Outlook 2009 with Projections to 2030 AEO2009,0.1875,2009b Energy Information Administration EIA Annual Energy Outlook 2009 with Projections to 2030 AEO2009 Release,0,0.468468468,2009b Energy Information Administration EIA Annual Energy Outlook 2009 with Projections to 2030 AEO2009 Release,0,0,2009b Energy Information Administration EIA Annual Energy Outlook 2009 with Projections to 2030 AEO2009 Release,0,0.103448276,2009b Energy Information Administration EIA Annual Energy Outlook 2009 with Projections to 2030 AEO2009 Release,0,gt,
2060-AP58,The MPG illusion,0.5,Gas Prices and Endogenous Product Selection in the US,0,0.80952381,5315 by redesignating,0,0.44,Alternative and VOCs under Alternative 4 Despite these individual increases emissions of PM25 SOX NOX and VOCs remain emissions Regional Greenhouse Gas Initiative RGGI Western Climate Initiative WCI Midwestern Greenhouse Gas Reduction Accord EPA’s Proposed GHG Emissions Standards HR 2454 American Clean Energy and Security Act ‘‘WaxmanMarkey Bill’’ Renewable Fuel Standard RFS2 Program Activities of DOE’s Office of Fossil Energy Program Activities of DOE’s Office of Nuclear Energy United Nation’s Framework Convention,0,0.333333333,Gas Prices and Endogenous Product Selection in the US,0,gt,Scholarly Journal
2040-AE91,Statistics of US Businesses Firm Size Data,0.321428571,Statistics of US Businesses Firm Size Data Available online at httpwwwsbagovadvoresearchdatahtml,1,0.5625,Statistics of US Businesses Firm Size Data Available online at httpwwwsbagovadvoresearchdatahtml,1,0,Statistics of US Businesses Firm Size Data Available online at httpwwwsbagovadvoresearchdatahtml,1,0.191489362,Statistics of US Businesses Firm Size Data Available online at httpwwwsbagovadvoresearchdatahtml,1,gt,Database
2060-AP58,11th Report on Carinogens ,0.434782609,2 Calculate separately the grams for Testing,0,0.688888889,Hematotoxicity and carcinogenicity of benzene,0,0.43,Intergovernmental Panel on Climate Change IPCC the US Climate Change Science Program CCSP and EPA Our discussion relies heavily on the most recent thoroughly peerreviewed and credible assessments of global and US climate change the IPCC Fourth Assessment Report Climate Change 2007 EPA’s proposed Endangerment and Cause or Contribute Findings for Greenhouse Gases under,0,0.277777778,2 Calculate separately the grams for Testing,0,gt,Government Report
0938-AR25,Reinsurance attachment point estimates,0.210526316,Citations Actuarial Research Corporation quotReinsurance attachment point estimatesquot,0,0.563218391,Citations Actuarial Research Corporation quotReinsurance attachment point estimatesquot,0,0,Citations Actuarial Research Corporation quotReinsurance attachment point estimatesquot,0,0.117647059,Citations Actuarial Research Corporation quotReinsurance attachment point estimatesquot,0,gt,Non-Government Report
2070-AJ57,Lead Exposure Associated with Renovation and Remodeling Activities Environmental Field Sampling Study,0,Lead Exposure Associated with Renovation and Remodeling Activities Environmental Field Sampling Study EFSS,1,0.047169811,Lead Exposure Associated with Renovation and Remodeling Activities Environmental Field Sampling Study EFSS,1,0,Lead Exposure Associated with Renovation and Remodeling Activities Environmental Field Sampling Study EFSS,1,0,Lead Exposure Associated with Renovation and Remodeling Activities Environmental Field Sampling Study EFSS,1,gt,Government Report 
2060-AP58,49 USC 32904,0.764705882,Nordhaus The Challenge of Global Warming 2008 Nicholas Stern The Economics of Climate Change 2007 Discounting and 49723,0,0.925,202 Global Climate Change Impacts in the,0,0.09,Jkt 217001 PO 00000 Frm 00334 Fmt 4701 Sfmt 4700 EFRFM28SEP2SGM 28SEP2ms 4 The authority citation for part 533 continues to read as follows Authority 49 USC 32902 delegation of authority at 49 CFR 150 5 Amend § 5335 by adding Figures 2 values in Table VI,0,0.619047619,Nordhaus The Challenge of Global Warming 2008 Nicholas Stern The Economics of Climate Change 2007 Discounting and 49723,0,gt,Regulation
2060-AO81,Biofuels Barometer,0.277777778,California Biomass and Biofuels Production Potential,0,0.689655172,Biodiesel from Microalgaequot,0,0.34,California Biomass and Biofuels Production Potential,0,0.161290323,California Biomass and Biofuels Production Potential,0,gt,Other
0910-AG57,2010 North American Food Retailers,0.347826087,Association When American Flies it Works,0,0.625,Association When American Flies it Works,0,0.45,Strategies for Promoting Healthier Food Choices” American Economic Review Papers and Proceedings,0,0.210526316,Association When American Flies it Works,0,gt,Article/Database
