ria,cite,jac,jac_match,jac_check,lev,lev_match,lev_check,partial,partial_match,partial_check,sor,sor_match,sor_chck,source,type
2060-AO81,Atmospheric Chemistry of Aldehydes Enhanced Peroxyacetyl Nitrate Formation from EthanolFueled Vehicles,0,Atmospheric Chemistry of Aldehydes Enhanced Peroxyacetyl Nitrate Formation from EthanolFueled Vehicles,1,0,Atmospheric Chemistry of Aldehydes Enhanced Peroxyacetyl Nitrate Formation from EthanolFueled Vehicles,1,0,Atmospheric Chemistry of Aldehydes Enhanced Peroxyacetyl Nitrate Formation from EthanolFueled Vehicles,1,0,Atmospheric Chemistry of Aldehydes Enhanced Peroxyacetyl Nitrate Formation from EthanolFueled Vehicles,1,pc,Scholarly Journal
0938-AP15,Pressure ulcer buttock ,0.555555556,IPPS Market Basket Increase,0,0.777777778,IPPS Market Basket Increase,0,0.61,Regulatory Flexibility Act of 1980,0,0.384615385,IPPS Market Basket Increase,0,pc,
2070-AJ55,Economic Analysis for the LRRP OptOut and Recordkeeping Proposed Rule 541 US Department of Education,0.294117647,Common Core of Data Local Education Agency School District Universe Survey Data,0,0.59,Economic Analysis for the Renovation Repair and Painting Program Proposed Rule,0,0.35,Economic Analysis for the Renovation Repair and Painting Program Proposed Rule,0,0.172413793,Common Core of Data Local Education Agency School District Universe Survey Data,0,pc,
2060-AO81,Department of Health and Human Services Public Health Service httpwwwatsdrcdcgovtoxprofilestp111html WHO 2002 Concise International Chemical Assessment Document 40 Formaldehyde Published under the joint sponsorship of the United Nations Environment Programme the International Labour Organization and the World Health Organization and produced within the framework of the InterOrganization Programme for the Sound Management of Chemicals,0.266666667,Documentation for the Final 2002 Nonpoint Sector National Emission Inventory for Criteria and Hazardous Air Pollutants Appendix A,0,0.748283753,Human respiratory tract cancer risks of inhaled formaldehyde Doseresponse predictions derived from biologically motivated computational modeling of a combined rodent and human dataset,0,0,Concise International Chemical Assessment Document 40 Formaldehyde,0,0.153846154,Documentation for the Final 2002 Nonpoint Sector National Emission Inventory for Criteria and Hazardous Air Pollutants Appendix A,0,pc,
2060-AO81,Detection of peroxyacetyl nitrate at phytotoxic level and its effects on vegetation in Taiwan,0,Detection of peroxyacetyl nitrate at phytotoxic level and its effects on vegetation in Taiwan,1,0,Detection of peroxyacetyl nitrate at phytotoxic level and its effects on vegetation in Taiwan,1,0,Detection of peroxyacetyl nitrate at phytotoxic level and its effects on vegetation in Taiwan,1,0,Detection of peroxyacetyl nitrate at phytotoxic level and its effects on vegetation in Taiwan,1,pc,Scholarly Journal
2502-AI61,Who Cannot Afford to Buy a House in 1993‚Äù Current Housing Reports,0.214285714,Who Cannot Afford to Buy a House in 1993,1,0.402985075,Who Cannot Afford to Buy a House in 1993,1,0,Who Cannot Afford to Buy a House in 1993,1,0.12,Who Cannot Afford to Buy a House in 1993,1,pc,
0596-AC74,Roadless Area Conservation National Forest System Lands in Colorado Proposed Rule Regulatory Impact Analysis and Cost Benefit Analysis Region 2 USDA Forest Service,0.323529412,Cumulative Set Aside Program Analysis Spreadsheets by Forest Unit,0,0.693251534,Western National Forests A Cohesive Strategy is Needed to Address Catastrophic Wildland Fire Threats,0,0.38,Proposed Roadless Area Conservation Rule for Colorado,0,0.192982456,Cumulative Set Aside Program Analysis Spreadsheets by Forest Unit,0,pc,
1117-AA61,Disease Control and Prevention ‚ÄúElectronic Medical Record Use by OfficeBased Physicians and Their Practices United States,0.264705882,Electronic Medical Record Use by OfficeBased Physicians and Their Practices United States 2006,,1,Electronic Medical Record Use by OfficeBased Physicians and Their Practices United States 2006,1,0.03,Electronic Medical Record Use by OfficeBased Physicians and Their Practices United States 2006,1,0.152542373,Electronic Medical Record Use by OfficeBased Physicians and Their Practices United States 2006,1,pc,
2060-AO15,Expert Judgment Assessment of the Mortality Impact of Changes in Ambient Fine Particulate Matter in the US Environ Sci,0.03030303,Expert Judgment Assessment of the Mortality Impact of Changes in Ambient Fine Particulate Matter in the US TechnolEnviron Sci,,1,Expert Judgment Assessment of the Mortality Impact of Changes in Ambient Fine Particulate Matter in the US TechnolEnviron Sci,1,0.06,Expert Judgment Assessment of the Mortality Impact of Changes in Ambient Fine Particulate Matter in the US TechnolEnviron Sci,1,0.015384615,Expert Judgment Assessment of the Mortality Impact of Changes in Ambient Fine Particulate Matter in the US TechnolEnviron Sci,1,pc,
2060-AO81,Photochemical aerosol formation from aromatic hydrocarbons in the presence of NOx,0.045454545,Photochemical aerosol formation from aromatic hydrocarbons in the presence of Nox,1,0.012345679,Photochemical aerosol formation from aromatic hydrocarbons in the presence of Nox,1,0.02,Photochemical aerosol formation from aromatic hydrocarbons in the presence of Nox,1,0.023255814,Photochemical aerosol formation from aromatic hydrocarbons in the presence of Nox,1,pc,
2060-AM44,Census Bureau generated by RTI International using American FactFinder ‚ÄúSector 31 Manufacturing Geographic Area Series Industry Statistics for the States Metropolitan and Micropolitan Statistical Areas Counties and Places,0.289473684,Sector 31 Manufacturing Geographic Area Series Industry Statistics for the States Metropolitan and Micropolitan Statistical Areas Counties and Places 2002,1,0.35426009,Sector 31 Manufacturing Geographic Area Series Industry Statistics for the States Metropolitan and Micropolitan Statistical Areas Counties and Places 2002,1,0.02,Sector 31 Manufacturing Geographic Area Series Industry Statistics for the States Metropolitan and Micropolitan Statistical Areas Counties and Places 2002,1,0.169230769,Sector 31 Manufacturing Geographic Area Series Industry Statistics for the States Metropolitan and Micropolitan Statistical Areas Counties and Places 2002,1,pc,
2060-AO79,Environmental Protection Agency EPA,0.37037037, Barriers and Opportunities A Review of Selected Successful Energy Efficiency Programs,0,0.617021277,Rising Environmental Concern in 47Nation Survey,0,0.4,Rising Environmental Concern in 47Nation Survey,0,0.227272727, Barriers and Opportunities A Review of Selected Successful Energy Efficiency Programs,0,pc,
2040-AE91,Available online at httpwwwreedconstructiondatacomnews200809residentialmarketrecoverynotyetstarted1 Risk Management Association,0.322580645,Measuring the total economic value of restoring ecosystem services in an impaired river basin results from a contingent valuation survey,0,0.74015748,Nonresidential Construction Activity is Projected to Flatten Out,0,0.26,Residential Market Recovery Not Yet Started,0,0.192307692,Measuring the total economic value of restoring ecosystem services in an impaired river basin results from a contingent valuation survey,0,pc
1557-AC99,Adoption of Proposed Common Rule 1 The authority citation for part 3 continues to read as follows Authority 12 USC 93a 161 1818 3907 and 3909 1921 Federal Register ,0.435897436,Analysis of the Third Trading Book Impact Study ,0,0.847560976,Analysis of the Third Trading Book Impact Study ,0,0.3,5 USC 603a,0,0.278688525,Analysis of the Third Trading Book Impact Study ,0,pc
2060-AO81,note only,0.5,Condensation and Hydrolysis,0,0.6875,Senate Bill 3303,0,0.34,Brazil says biofuel production not to blame for food crisis,0,0.333333333,Condensation and Hydrolysis,0,pc
2050-AG46,The Economics of Price Zones and Territorial Restrictions in Gasoline Marketing‚Äù Federal Trade Commission,0.172413793,The Economics of Price Zones and Territorial Restrictions in Gasoline Marketing,1,0.261682243,The Economics of Price Zones and Territorial Restrictions in Gasoline Marketing,1,0,The Economics of Price Zones and Territorial Restrictions in Gasoline Marketing,1,0.094339623,The Economics of Price Zones and Territorial Restrictions in Gasoline Marketing,1,pc
2060-AO81,Air Pollution Damage to US,0.263157895,Petroleum Marketing Annual,0,0.615384615,Production Data,0,0.27,Production Data,0,0.151515152,Petroleum Marketing Annual,0,pc
2060-AP36,Expanded Expert Judgment Assessment of the ConcentrationResponse Relationship Between,0.161290323,Expanded Expert Judgment Assessment of the ConcentrationResponse Relationship Between PM25 Exposure and Mortality,1,0.247787611,Expanded Expert Judgment Assessment of the ConcentrationResponse Relationship Between PM25 Exposure and Mortality,1,0,Expanded Expert Judgment Assessment of the ConcentrationResponse Relationship Between PM25 Exposure and Mortality,1,0.087719298,Expanded Expert Judgment Assessment of the ConcentrationResponse Relationship Between PM25 Exposure and Mortality,1,pc
2060-AO47,Spatial and seasonal patterns and longterm variability of the composition of the haze in the United States an analysis of data from the IMPROVE network,0.294117647,Effects of Environmental Regulations on Manufacturing Plant Births Evidence from a Propensity Score Matching Estimator,0,0.748344371,Improving Regulation and Regulatory Review  Section 1General Principles of Regulation,0,0.52,Environmental Protection the Economy  and Jobs National and Regional Analyses,0,0.172413793,Effects of Environmental Regulations on Manufacturing Plant Births Evidence from a Propensity Score Matching Estimator,0,pc
2070-AJ55,H025 Year Structure Built  Universe Housing unitsquot American Fact Finder Available at httpfactfindercensusgov Downloaded 10262005 US Census Bureau,0.341463415,Sector 62 Health Care and Social Assistance Subject Series – Estab and Firm Size Employment Size of Establishments for the United States 2002,0,0.756756757,2002 Economic Census Industry Series Commercial and Institutional Building Construction,0,0.49,The State of the Nation’s Housing,0,0.205882353,Sector 62 Health Care and Social Assistance Subject Series – Estab and Firm Size Employment Size of Establishments for the United States 2002,0,pc
0910-AG41,The SmokingMaterial Fire Problem‚Äô‚Äô,0.136363636,The SmokingMaterial Fire Problem,1,0.157894737,The SmokingMaterial Fire Problem,1,0,The SmokingMaterial Fire Problem,1,0.073170732,The SmokingMaterial Fire Problem,1,pc
2060-AO47,Maple Syrup‚ÄîJune 12 2008 Maple Syrup Production Up 30 Percent Nationwide,0.470588235,The Employment  Situation—March 2012,0,0.783783784,Jobs Versus the Environment An  IndustryLevel Perspective,0,0.64,Databases Tables  Calculators  by Subject,0,0.307692308,The Employment  Situation—March 2012,0,pc
2060-AO47,Hedonic price functions and spatial dependence implications for the demand for urban air quality‚Äù In Anselin L Florax RJ Rey SJ eds Advances in spatial econometrics methodology tools and applications,0.394736842,Environmental Regulation and Labor Demand Evidence from the South Coast Air Basin,0,0.731343284,Effects of Environmental Regulations on Manufacturing Plant Births Evidence from a Propensity Score Matching Estimator,0,0.54,A Guide to Economic and Policy Analysis for the  Transport Rule,0,0.245901639,Environmental Regulation and Labor Demand Evidence from the South Coast Air Basin,0,pc
0938-AP15,Other resp system OR procedures w MCC ,0.6,Congressional Review Act,0,0.736842105,Congressional Review Act,0,0.6,Federalism,0,0.428571429,Congressional Review Act,0,pc
0938-AP15,Other kidney  urinary tract procedures w,0.518518519,Tax Equity and Fiscal Responsibility Act,0,0.775,IPPS Market Basket Increase,0,0.6,IPPS Market Basket Increase,0,0.35,Tax Equity and Fiscal Responsibility Act,0,pc
2040-AE95,Benefits Analysis for Proposed 316b Existing Facilities Rule Chapter 10 Total Output and Employment Effects,0.166666667,Economic and Benefits Analysis for the Proposed Section 316b Phase III Existing Facilities Rule,1,0.666666667,Economic Impact Analysis for the Proposed Notice of Reconsideration of the Final Halogenated Solvent Cleaners Residual Risk Standard and Request for Public Commen,1,0.33,Economic Analysis for the National Emission Standards for Hazardous Air Pollutants for Source Category Pulp and Paper Production Effluent Limitations Guidelines Pretreatment Standards and New Source Performance Standards Pulp Paper and PaperboardEconomic and Benefits Analysis for Proposed 316b Existing Facilities Rule References March 28 2011 R11 CategoryPhase 1,1,0.090909091,Economic and Benefits Analysis for the Proposed Section 316b Phase III Existing Facilities Rule,1,pc
0938-AP15,Newborn affected by amniocentesis ,0.434782609,Table of Small Business Size Standards,0,0.74,Section 601b of Social Security Amendments of 1983,0,0.53,Section 601b of Social Security Amendments of 1983,0,0.277777778,Table of Small Business Size Standards,0,pc
2502-AI61,Is There Discrimination in Mortgage Pricing The Case of Overages‚Äù,0.12,Is There Discrimination in Mortgage Pricing The Case of Overages,1,0.044776119,Is There Discrimination in Mortgage Pricing The Case of Overages,1,0,Is There Discrimination in Mortgage Pricing The Case of Overages,1,0.063829787,Is There Discrimination in Mortgage Pricing The Case of Overages,1,pc
2060-AO38,Environmental Protection Agency Exhaust and Crankcase Emission Factors for Nonroad Engine Modeling ‚Äì Compression Ignition,0.235294118,Exhaust and Crankcase Emission Factors for Nonroad Engine Modeling – Compression Ignition,1,0.284552846,Exhaust and Crankcase Emission Factors for Nonroad Engine Modeling – Compression Ignition,1,0.04,Exhaust and Crankcase Emission Factors for Nonroad Engine Modeling – Compression Ignition,1,0.133333333,Exhaust and Crankcase Emission Factors for Nonroad Engine Modeling – Compression Ignition,1,pc,
2040-AE95,Global cycle changes the rules for US pulp and paper‚Äù PIMA‚Äôs,0.275862069,Global cycle changes the rules for US pulp and paper,1,0.1875,Global cycle changes the rules for US pulp and paper,1,0,Global cycle changes the rules for US pulp and paper,1,0.16,Global cycle changes the rules for US pulp and paper,1,pc,
2060-AO47,The Effect of Dose and Timing,0.423076923,A Guide to Economic and Policy Analysis for the  Transport Rule,0,0.727272727,Effects of Air Quality Regulation,0,0.52,Effects of Air Quality Regulation,0,0.268292683,A Guide to Economic and Policy Analysis for the  Transport Rule,0,pc,
1218-AC01,1418 Authority to stop operation,0.5,Crane Related Fatalities in the Construction Industry,0,0.6875,IMIS Fatality Reports,0,0.54,International Brotherhood of Teamsters v Department of Transportation 932 F2d 1292 9th Cir 1991,0,0.333333333,Crane Related Fatalities in the Construction Industry,0,pc,
1904-AB93,Submitted to Northeast Utilities‚ÄîConnecticut Light and Power and the United Illuminating Company by,0.421052632,Impact Process  and Market Study of the Connecticut Appliance  Retirement Program Overall Report Final,0,0.792079208,California’s Secret  Energy Surplus The Potential for Energy Efficiency,0,0.6,Impact Process  and Market Study of the Connecticut Appliance  Retirement Program Overall Report Final,0,0.266666667,Impact Process  and Market Study of the Connecticut Appliance  Retirement Program Overall Report Final,0,pc,
2060-AO81,Behavioral effects of carbon monoxide meta analyses and extrapolations,0,Behavioral effects of carbon monoxide meta analyses and extrapolations,1,0,Behavioral effects of carbon monoxide meta analyses and extrapolations,1,0,Behavioral effects of carbon monoxide meta analyses and extrapolations,1,0,Behavioral effects of carbon monoxide meta analyses and extrapolations,1,pc,Scholarly Journal
2060-AO47,Longterm inhalable particles and other air pollutants related to mortality in nonsmokers‚Äù,0.419354839,Jobs Versus the Environment An  IndustryLevel Perspective,0,0.747252747,Environmental Protection the Economy  and Jobs National and Regional Analyses,0,0.54,Effects of Air Quality Regulations on Polluting Industries,0,0.265306122,Jobs Versus the Environment An  IndustryLevel Perspective,0,pc,
0910-AG57,Measuring the Health of the US Population‚Äù Brookings Paper Microeconomics,0.259259259,Measuring the Health of the US Population,1,0.453333333,Measuring the Health of the US Population,1,0,Measuring the Health of the US Population,1,0.14893617,Measuring the Health of the US Population,1,pc,
0938-AP15,Extraocular procedures except orbit ,0.347826087,Tax Equity and Fiscal Responsibility Act,0,0.74,Section 601b of Social Security Amendments of 1983,0,0.56,Section 7,0,0.210526316,Tax Equity and Fiscal Responsibility Act,0,pc,
0938-AP15,Foot procedures w MCC ,0.590909091,Congressional Review Act,0,0.78,Section 601b of Social Security Amendments of 1983,0,0.6,Federalism,0,0.419354839,Congressional Review Act,0,pc,
2060-AQ54,The 50Liter is Back,0.590909091,2008 Light Vehicle Engines,0,0.736842105,The 2002 NAS Report,0,0.64,The 2002 NAS Report,0,0.419354839,2008 Light Vehicle Engines,0,pc,
