cite,jac,jac_match,lev,lev_match,partial,partial_match,ria,sor,sor_match,source,type,citeulike
Tight Supply and Strong Demand May Raise US Nitrogen Fertilizer Prices” Amber Waves,0.2,Tight Supply and Strong Demand May Raise US Nitrogen Fertilizer Prices,0.17647058823529413,Tight Supply and Strong Demand May Raise US Nitrogen Fertilizer Prices,0.0,Tight Supply and Strong Demand May Raise US Nitrogen Fertilizer Prices,2060-AO81,0.11111111111111116,Tight Supply and Strong Demand May Raise US Nitrogen Fertilizer Prices,pc,,no match
Department of Agriculture Economic Research Service “US Fertilizer Use and Price”,0.2857142857142857,Ethanol Process Design and Economics Utilizing CoCurrent Dilute Acid Prehydrolysis and Enzymatic Hydrolysis for Corn Stover,0.6823529411764706,Development of Biodiesel for Use in High Speed Diesel Engines,0.12,US Fertilizer Use of Price,2060-AO81,0.16666666666666666,Ethanol Process Design and Economics Utilizing CoCurrent Dilute Acid Prehydrolysis and Enzymatic Hydrolysis for Corn Stover,pc,,no match
Department of Agriculture Economic Research Service “Farm Income and Costs,0.2333333333333333,Emissions Comparison of Alternative Fuels in an Advanced Automotive Diesel Engine,0.6842105263157895,Impact of Air Pollutants on Southern Pine Forests,0.47,Agricultural Prices 2006 Summary,2060-AO81,0.13207547169811318,Emissions Comparison of Alternative Fuels in an Advanced Automotive Diesel Engine,pc,,no match
Raising the Stakes”,0.4545454545454546,High crop prices and conservation  Raising the Stakes,0.7,Conversation with Bryce Stokes,0.07999999999999996,High crop prices and conservation  Raising the Stakes,2060-AO81,0.2941176470588235,High crop prices and conservation  Raising the Stakes,pc,,no match
Effects of the Conservation Reserve Program on Priority Mixedgrass Prairie Birds A Conservation Effects Assessment Project,0.10344827586206896,Effects of the Conservation Reserve Program on Priority Mixedgrass Prairie Birds A Conservation Effects Assessment Project 2007,0.03937007874015748,Effects of the Conservation Reserve Program on Priority Mixedgrass Prairie Birds A Conservation Effects Assessment Project 2007,0.0,Effects of the Conservation Reserve Program on Priority Mixedgrass Prairie Birds A Conservation Effects Assessment Project 2007,2060-AO81,0.054545454545454564,Effects of the Conservation Reserve Program on Priority Mixedgrass Prairie Birds A Conservation Effects Assessment Project 2007,pc,,no match
Iowa Land Value Survey,0.1578947368421053,2007 Iowa Land Value Survey,0.1851851851851852,2007 Iowa Land Value Survey,0.0,2007 Iowa Land Value Survey,2060-AO81,0.08571428571428574,2007 Iowa Land Value Survey,pc,,no match
Corn Stover to Sustain Soil Organic Carbon Further Constrains Biomass Supply” Agronomy Journal Volume 99,0.22580645161290325,Corn Stover to Sustain Soil Organic Carbon Further Constrains Biomass Supply,0.2830188679245283,Corn Stover to Sustain Soil Organic Carbon Further Constrains Biomass Supply,0.0,Corn Stover to Sustain Soil Organic Carbon Further Constrains Biomass Supply,2060-AO81,0.12727272727272732,Corn Stover to Sustain Soil Organic Carbon Further Constrains Biomass Supply,pc,,10.2134/agronj2007.015
Environmental Protection Agency Office of Water Wadeable Streams Assessment A Collaborative Survey of the Nationaposs Streams,0.1875,Winter Deposition of Nitrogen and Sulfur in the Eastern Columbia River Gorge National Scenic Area,0.41600000000000004,Wadeable Streams Assessment A Collaborative Survey of the Nations Streams,0.06000000000000005,Wadeable Streams Assessment A Collaborative Survey of the Nations Streams,2060-AO81,0.10344827586206896,Winter Deposition of Nitrogen and Sulfur in the Eastern Columbia River Gorge National Scenic Area,pc,,no match
Environmental Protection Agency Office of Water National Water Quality Inventory Report to Congress,0.2,Identification of Secondary Organic Aerosol Episodes and Quantitation of Primary and Secondary Aerosol Concentrations during SCAQS,0.6666666666666666,Environmental Laws Applicable to Construction and Operation of Ethanol Plants,0.4,Production Data,2060-AO81,0.11111111111111116,Identification of Secondary Organic Aerosol Episodes and Quantitation of Primary and Secondary Aerosol Concentrations during SCAQS,pc,,no match
Atmospheric Deposition of Nitrogen Implications for Nutrient OverEnrichment of Coastal Waters” Estuaries Volume 25 Number 4B,0.2571428571428571,Atmospheric Deposition of Nitrogen Implications for Nutrient OverEnrichment of Coastal Waters,0.2619047619047619,Atmospheric Deposition of Nitrogen Implications for Nutrient OverEnrichment of Coastal Waters,0.0,Atmospheric Deposition of Nitrogen Implications for Nutrient OverEnrichment of Coastal Waters,2060-AO81,0.14754098360655746,Atmospheric Deposition of Nitrogen Implications for Nutrient OverEnrichment of Coastal Waters,pc,,no match
Environmental Conservation and Connecticut Department of Environmental Protection A Total Maximum Daily Load Analysis to Achieve Water Quality Standards for Dissolved Oxygen in Long Island Sound,0.11764705882352945,A Total Maximum Daily Load Analysis to Achieve Water Quality Standards for Dissolved Oxygen in Long Island Sound,0.42268041237113396,A Total Maximum Daily Load Analysis to Achieve Water Quality Standards for Dissolved Oxygen in Long Island Sound,0.0,A Total Maximum Daily Load Analysis to Achieve Water Quality Standards for Dissolved Oxygen in Long Island Sound,2060-AO81,0.0625,A Total Maximum Daily Load Analysis to Achieve Water Quality Standards for Dissolved Oxygen in Long Island Sound,pc,,no match
DRAFT Lake Tahoe Total Maximum Daily Load Technical Report California and Nevada California Regional Water Quality Control Board Lahontan Region and Nevada Division of Environmental Protection,0.2222222222222222,The Effect of Biodiesel Feedstock on Regulated Emissions in Chassis Dynamometer Tests of a Pickup Truck,0.6145833333333334,Lake Tahoe Total Maximum Daily Load Technical Report California and Nevada,0.0,Lake Tahoe Total Maximum Daily Load Technical Report California and Nevada,2060-AO81,0.125,The Effect of Biodiesel Feedstock on Regulated Emissions in Chassis Dynamometer Tests of a Pickup Truck,pc,,no match
Science and Technical Advisory Committee Workshop on Atmospheric Deposition of Nitrogen Media Brief,0.2068965517241379,Workshop on Atmospheric Deposition of Nitrogen Media Brief,0.4141414141414141,Workshop on Atmospheric Deposition of Nitrogen Media Brief,0.0,Workshop on Atmospheric Deposition of Nitrogen Media Brief,2060-AO81,0.11538461538461542,Workshop on Atmospheric Deposition of Nitrogen Media Brief,pc,,no match
Dead Zone’ Again Rivals Record Size,0.13636363636363635,Dead Zone Again Rivals Record Size,0.08108108108108109,Dead Zone Again Rivals Record Size,0.08999999999999997,Dead Zone Again Rivals Record Size,2060-AO81,0.07317073170731703,Dead Zone Again Rivals Record Size,pc,,no match
Differences in Phosphorus and Nitrogen Delivery to the Gulf of Mexico from the Mississippi River Basin” Environmental Science and Technology Volume 42 Number 3,0.28205128205128205,Differences in Phosphorus and Nitrogen Delivery to the Gulf of Mexico from the Mississippi River Basin,0.36645962732919257,Differences in Phosphorus and Nitrogen Delivery to the Gulf of Mexico from the Mississippi River Basin,0.0,Differences in Phosphorus and Nitrogen Delivery to the Gulf of Mexico from the Mississippi River Basin,2060-AO81,0.16417910447761194,Differences in Phosphorus and Nitrogen Delivery to the Gulf of Mexico from the Mississippi River Basin,pc,,10.1021/es071610
Cornbased Ethanol Production Compromises Goal of Reducing Nitrogen Export by the Mississippi River” PNAS,0.1470588235294118,Cornbased Ethanol Production Compromises Goal of Reducing Nitrogen Export by the Mississippi River,0.07547169811320754,Cornbased Ethanol Production Compromises Goal of Reducing Nitrogen Export by the Mississippi River,0.0,Cornbased Ethanol Production Compromises Goal of Reducing Nitrogen Export by the Mississippi River,2060-AO81,0.07936507936507943,Cornbased Ethanol Production Compromises Goal of Reducing Nitrogen Export by the Mississippi River,pc,,10.1073/pnas.070830010
Agriculture and Trade Policy Staying home How ethanol will change US corn exports,0.18518518518518526,Association of fine particulate matter from different sources with daily mortality in six US cities,0.41975308641975306,Staying home How ethanol will change US corn exports 2006,0.05000000000000005,Staying home How ethanol will change US corn exports 2006,2060-AO81,0.1020408163265306,Association of fine particulate matter from different sources with daily mortality in six US cities,pc,,no match
Streamflow and Nutrient Fluxes of the MississippiAtchafalaya River Basin and Subbasins for the Period of Record Through,0.21212121212121213,Forest Residues Bundling ProjectNew Technology for Residue Removal,0.4258064516129032,Nutrient Fluxes of the MississippiAtchafalaya River Basin and Subbasins for the Period of Record Through 2005 US Geological Survey OpenFile Report 20071080,0.13,Nutrient Fluxes of the MississippiAtchafalaya River Basin and Subbasins for the Period of Record Through 2005 US Geological Survey OpenFile Report 20071080,2060-AO81,0.1186440677966102,Forest Residues Bundling ProjectNew Technology for Residue Removal,pc,,no match
The Soil and Water Assessment Tool Historical Development Applications and Future Research Directions”,0.1071428571428571,The Soil and Water Assessment Tool Historical Development Applications and Future Research Directions,0.02884615384615385,The Soil and Water Assessment Tool Historical Development Applications and Future Research Directions,0.0,The Soil and Water Assessment Tool Historical Development Applications and Future Research Directions,2060-AO81,0.05660377358490565,The Soil and Water Assessment Tool Historical Development Applications and Future Research Directions,pc,,no match
Regional Estimation of Base Flow and Groundwater Recharge in the Upper Mississippi Basin”,0.10344827586206896,Regional Estimation of Base Flow and Groundwater Recharge in the Upper Mississippi Basin,0.03296703296703297,Regional Estimation of Base Flow and Groundwater Recharge in the Upper Mississippi Basin,0.0,Regional Estimation of Base Flow and Groundwater Recharge in the Upper Mississippi Basin,2060-AO81,0.054545454545454564,Regional Estimation of Base Flow and Groundwater Recharge in the Upper Mississippi Basin,pc,,10.1016/s0022-1694(99)00139-
Development of a 2001 National Landcover Database for the United States” Photogrammetric Engineering and Remote Sensing Volume 70 Number 7,0.2777777777777778,Development of a 2001 National Landcover Database for the United States,0.4928571428571429,Development of a 2001 National Landcover Database for the United States,0.0,Development of a 2001 National Landcover Database for the United States,2060-AO81,0.16129032258064513,Development of a 2001 National Landcover Database for the United States,pc,,no match
Renewable Fuels Association “Ethanol Biorefinery Locations” httpwwwethanolrfaorgindustrylocations,0.29032258064516125,From Biomass to Biofuels A Roadmap to the Energy Future,0.6831683168316832,Renewable Fuels Association Website,0.0,Ethanol Biorefinery Locations,2060-AO81,0.16981132075471694,From Biomass to Biofuels A Roadmap to the Energy Future,pc,,no match
Commission Biofuels and the Bay Getting It Right to Benefit Farms Forests and the Chesapeake,0.0,Biofuels and the Bay Getting It Right to Benefit Farms Forests and the Chesapeake,0.11956521739130435,Biofuels and the Bay Getting It Right to Benefit Farms Forests and the Chesapeake,0.0,Biofuels and the Bay Getting It Right to Benefit Farms Forests and the Chesapeake,2060-AO81,0.0,Biofuels and the Bay Getting It Right to Benefit Farms Forests and the Chesapeake,pc,,no match
State of the Bay,0.4444444444444444,Sustainability of Brazilian bioethanol,0.6388888888888888,Sources of Nitrogen Loads to the Bay,0.18999999999999995,2007 National Association of Convenience Stores State of the Industry survey data,2060-AO81,0.2857142857142857,Sustainability of Brazilian bioethanol,pc,,no match
Environmental Protection Agency Region 7 Environmental Laws Applicable to Construction and Operation of Ethanol Plants,0.1333333333333333,Environmental Laws Applicable to Construction and Operation of Ethanol Plants,0.3474576271186441,Environmental Laws Applicable to Construction and Operation of Ethanol Plants,0.0,Environmental Laws Applicable to Construction and Operation of Ethanol Plants,2060-AO81,0.0714285714285714,Environmental Laws Applicable to Construction and Operation of Ethanol Plants,pc,,no match
Forum A Comparison of Benzene and Toluene Plume Lengths for Sites Contaminated with Regular vs Ethanolamended Gasoline” Ground Water Monitoring and Remediation,0.16666666666666666,A Comparison of Benzene and Toluene Plume Lengths for Sites Contaminated with Regular vs Ethanolamended Gasoline,0.3043478260869565,A Comparison of Benzene and Toluene Plume Lengths for Sites Contaminated with Regular vs Ethanolamended Gasoline,0.0,A Comparison of Benzene and Toluene Plume Lengths for Sites Contaminated with Regular vs Ethanolamended Gasoline,2060-AO81,0.09090909090909094,A Comparison of Benzene and Toluene Plume Lengths for Sites Contaminated with Regular vs Ethanolamended Gasoline,pc,,no match
GroundWater Availability in the United States US Geological Survey Circular 1323 2008 page 33 available online at httppubsusgsgovcirc1323 McGuire,0.12903225806451613,GroundWater Availability in the United States US Geological Survey Circular 1323,0.4482758620689655,GroundWater Availability in the United States US Geological Survey Circular 1323,0.0,GroundWater Availability in the United States US Geological Survey Circular 1323,2060-AO81,0.06896551724137934,GroundWater Availability in the United States US Geological Survey Circular 1323,pc,,no match
Environmental Protection Agency Consumer Fact Sheet on NitratesNitrites available online at httpwwwepagovsafewaterdwhciocnitrateshtml US Environmental Protection Agency Office of Water FACTOIDS Drinking Water and Ground Water Statistics for 2007 EPA 816K07004 2008 available online at httpwwwepagovsafewaterdatapdfsdatafactoids2007pdf US Environmental Protection Agency Consumer Fact Sheet on Atrazine available online at httpwwwepagovsafewatercontaminantsdwcontamfsatrazinehtml US Environmental Protection Agency,0.3125,2006 IPCC Guidelines for National Inventories Chapter 11 N2 Emissions from Managed Soils and CO2 Emissions from Lime and Urea Applications,0.7719298245614035,Formation of 2methyl tetrols and 2methylglyceric acid in secondary organic aerosol from laboratory irradiated isopreneNOXSO2air mixtures and their detection in ambient PM25 samples collected in the Eastern United States,0.0,Consumer Fact Sheet on Atrazine,2060-AO81,0.18518518518518526,2006 IPCC Guidelines for National Inventories Chapter 11 N2 Emissions from Managed Soils and CO2 Emissions from Lime and Urea Applications,pc,,no match
Environmental Protection Agency Safe Drinking Water Information System SDWIS End of Year data for FY,0.25,Integrated Risk Information System File of Acrolein,0.37,Safe Drinking Water Information System SDWIS End of Year data for FY 2007,0.040000000000000036,Safe Drinking Water Information System SDWIS End of Year data for FY 2007,2060-AO81,0.1428571428571429,Integrated Risk Information System File of Acrolein,pc,,no match
The Quality of Our Nationaposs Waters Pesticides in the Nationaposs Streams and Ground Water 19922001 US Geological Survey Circular 129 2006 Tables 7A1 to 7A4 available online at httpwaterusgsgovnawqapnsppubscirc1291appendix77ahtml Great Lakes Commission The Potential Impacts of Increased Corn Production for Ethanol in the Great LakesSt Lawrence River Region,0.29166666666666663,2006 IPCC Guidelines for National Inventories Chapter 11 N2 Emissions from Managed Soils and CO2 Emissions from Lime and Urea Applications,0.7083333333333334,The Potential Impacts of Increased Corn Production for Ethanol in the Great LakesSt Lawrence River Region,0.0,The Potential Impacts of Increased Corn Production for Ethanol in the Great LakesSt Lawrence River Region,2060-AO81,0.1707317073170732,2006 IPCC Guidelines for National Inventories Chapter 11 N2 Emissions from Managed Soils and CO2 Emissions from Lime and Urea Applications,pc,,no match
Distribution of Employment within Food Manufacturing NAICS 311,0.25,Expert Judgment Assessment of the Mortality Impact of Changes in Ambient Fine Particulate Matter in the US,0.6222222222222222,Industrial Production and Capacity Utilization Electric Power Use Manufacturing and Mining,0.49,Electric Power Use Manufacturing and Mining,2060-AM44,0.1428571428571429,Expert Judgment Assessment of the Mortality Impact of Changes in Ambient Fine Particulate Matter in the US,pc,,no match
Bureau generated by RTI International using American FactFinder “Sector 00 All sectors Core Business Statistics Series Comparative Statistics for the United States and the States,0.2972972972972973,SectorBased Based Pollution Prevention Toxic Reductions through Energy Efficiency and Conservation Among Industrial Boilers,0.4166666666666667,2002 Economic Census Sector 00 All sectors Core Business Statistics Series Comparative Statistics for the United States and the States 1997 NAICS Basis,0.13,Sector 00 All sectors Core Business Statistics Series Comparative Statistics for the United States and the States 1997 NAICS Basis 2002 and 1997,2060-AM44,0.17460317460317465,SectorBased Based Pollution Prevention Toxic Reductions through Energy Efficiency and Conservation Among Industrial Boilers,pc,,no match
Animal Slaughtering and Processing made up the largest share of both employment 33 and the value of shipments 27,0.28125,An Empirical Bayes Approach to Combining Estimates of the Value of Statistical Life for Environmental Policy Analysis,0.7019867549668874,The Impacts of Environmental Regulations on Industrial Activity Evidence from the 1970 and 1977 Clean Air Act Amendments and the Census of Manufactures,0.5,State Electricity Profiles 2007,2060-AM44,0.1636363636363637,An Empirical Bayes Approach to Combining Estimates of the Value of Statistical Life for Environmental Policy Analysis,pc,,no match
Census Bureau generated by RTI International using American FactFinder “Sector 31 Manufacturing Geographic Area Series Industry Statistics for the States Metropolitan and Micropolitan Statistical Areas Counties and Places,0.2894736842105263,Sector 31 Manufacturing Geographic Area Series Industry Statistics for the States Metropolitan and Micropolitan Statistical Areas Counties and Places 2002,0.3542600896860987,Sector 31 Manufacturing Geographic Area Series Industry Statistics for the States Metropolitan and Micropolitan Statistical Areas Counties and Places 2002,0.020000000000000014,Sector 31 Manufacturing Geographic Area Series Industry Statistics for the States Metropolitan and Micropolitan Statistical Areas Counties and Places 2002,2060-AM44,0.16923076923076918,Sector 31 Manufacturing Geographic Area Series Industry Statistics for the States Metropolitan and Micropolitan Statistical Areas Counties and Places 2002,pc,,no match
Department of Energy Energy Information Administration,0.29166666666666663,Deposition and cycling of sulfur controls mercury accumulation in Isle Royale fish,0.6851851851851852,Recovery of MercuryContaminated Fisheries,0.47,SectorBased Based Pollution Prevention Toxic Reductions through Energy Efficiency and Conservation Among Industrial Boilers,2060-AM44,0.1707317073170732,Deposition and cycling of sulfur controls mercury accumulation in Isle Royale fish,pc,,no match
Census Bureau generated by RTI International using American FactFinder “Sector 31 Annual Survey of Manufactures General Statistics Statistics for Industry Groups and Industries,0.25,Generated by RTI International using American FactFinder Sector 31 Annual Survey of Manufactures General Statistics Statistics for Industry Groups and Industries 2006 and 2005� ,0.19101123595505615,Generated by RTI International using American FactFinder Sector 31 Annual Survey of Manufactures General Statistics Statistics for Industry Groups and Industries 2006 and 2005� ,0.06999999999999995,Generated by RTI International using American FactFinder Sector 31 Annual Survey of Manufactures General Statistics Statistics for Industry Groups and Industries 2006 and 2005� ,2060-AM44,0.1428571428571429,Generated by RTI International using American FactFinder Sector 31 Annual Survey of Manufactures General Statistics Statistics for Industry Groups and Industries 2006 and 2005� ,pc,,no match
Bureau generated by Kapur Energy and Environment using American FactFinder “Sector 00 EC0700A1 All Sectors Geographic Area Series EconomyWide Key Statistics,0.1944444444444444,using American FactFinder Sector 00 EC0700A1 All sectors Geographic Area Series EconomyWide Key Statistics 2007 ,0.3734177215189873,using American FactFinder Sector 00 EC0700A1 All sectors Geographic Area Series EconomyWide Key Statistics 2007 ,0.05000000000000005,Sector 00 EC0700A1 All sectors Geographic Area Series EconomyWide Key Statistics 2007,2060-AM44,0.10769230769230764,using American FactFinder Sector 00 EC0700A1 All sectors Geographic Area Series EconomyWide Key Statistics 2007 ,pc,,no match
Bureau generated by Kapur Energy and Environment using American FactFinder “Sector 31 EC0731I1 Manufacturing Industry Series Detailed Statistics by Industry for the United States 2007” Accessed on,0.2682926829268293,Sector 31 EC0731I1 Manufacturing Industry Series Detailed Statistics by Industry for the US 2007,0.465,Sector 31 EC0731I1 Manufacturing Industry Series Detailed Statistics by Industry for the United States 2007,0.0,Sector 31 EC0731I1 Manufacturing Industry Series Detailed Statistics by Industry for the United States 2007,2060-AM44,0.15492957746478875,Sector 31 EC0731I1 Manufacturing Industry Series Detailed Statistics by Industry for the US 2007,pc,,no match
Firm Size Data from the Statistics of US Businesses US Detail Employment Sizes,0.07692307692307687,Firm Size Data from the Statistics of US Businesses US Detail Employment Sizes 2002,0.060240963855421686,Firm Size Data from the Statistics of US Businesses US Detail Employment Sizes 2002,0.0,Firm Size Data from the Statistics of US Businesses US Detail Employment Sizes 2002,2060-AM44,0.040000000000000036,Firm Size Data from the Statistics of US Businesses US Detail Employment Sizes 2002,pc,,no match
Paper  Forest Products,0.0,Paper  Forest Products,0.0,Paper  Forest Products,0.0,Paper  Forest Products,2060-AM44,0.0,Paper  Forest Products,pc,Non-Government Report,no match
Assessing the Employment Impacts of Environmental and Natural Resource Policy” Environmental and Resource Economics,0.10344827586206896,Assessing the Employment Impacts of Environmental and Natural Resource Policy,0.3418803418803419,Assessing the Employment Impacts of Environmental and Natural Resource Policy,0.0,Assessing the Employment Impacts of Environmental and Natural Resource Policy,2060-AM44,0.054545454545454564,Assessing the Employment Impacts of Environmental and Natural Resource Policy,pc,,10.1023/a:101553170290
Environmental regulation and labor demand Evidence from the south coast air basin,0.0,Environmental regulation and labor demand Evidence from the south coast air basin,0.0,Environmental regulation and labor demand Evidence from the south coast air basin,0.0,Environmental regulation and labor demand Evidence from the south coast air basin,2060-AM44,0.0,Environmental regulation and labor demand Evidence from the south coast air basin,pc,Scholarly Journal,no match
Do environmental regulations cost jobs An industrylevel analysis of the UK,0.0,Do environmental regulations cost jobs An industrylevel analysis of the UK,0.0,Do environmental regulations cost jobs An industrylevel analysis of the UK,0.0,Do environmental regulations cost jobs An industrylevel analysis of the UK,2060-AM44,0.0,Do environmental regulations cost jobs An industrylevel analysis of the UK,pc,Scholarly Journal,no match
Transforming The Dow Chemical Company,0.29166666666666663,The influence of location source and emission type in estimates of the human health benefits of reducing a ton of air pollution,0.4714285714285714,Transforming The Dow Chemical Company 2007 10K and Stockholder Summary,0.0,Transforming The Dow Chemical Company 2007 10K and Stockholder Summary,2060-AM44,0.1707317073170732,The influence of location source and emission type in estimates of the human health benefits of reducing a ton of air pollution,pc,,no match
Deposition and cycling of sulfur controls mercury accumulation in Isle Royale fish,0.0,Deposition and cycling of sulfur controls mercury accumulation in Isle Royale fish,0.0,Deposition and cycling of sulfur controls mercury accumulation in Isle Royale fish,0.0,Deposition and cycling of sulfur controls mercury accumulation in Isle Royale fish,2060-AM44,0.0,Deposition and cycling of sulfur controls mercury accumulation in Isle Royale fish,pc,Scholarly Journal,10.1021/es071232
Jobs versus the Environment An IndustryLevel Perspective”,0.11111111111111116,Jobs versus the Environment An IndustryLevel Perspective,0.05084745762711865,Jobs versus the Environment An IndustryLevel Perspective,0.0,Jobs versus the Environment An IndustryLevel Perspective,2060-AM44,0.058823529411764726,Jobs versus the Environment An IndustryLevel Perspective,pc,,no match
What Determines the Value of Life,0.1428571428571429,What Determines the Value of Life A MetaAnalysis,0.3125,What Determines the Value of Life A MetaAnalysis,0.0,What Determines the Value of Life A MetaAnalysis,2060-AM44,0.07692307692307687,What Determines the Value of Life A MetaAnalysis,pc,,no match
Estimating the Public Health Benefits of Proposed Air Pollution Regulations,0.0,Estimating the Public Health Benefits of Proposed Air Pollution Regulations,0.0,Estimating the Public Health Benefits of Proposed Air Pollution Regulations,0.0,Estimating the Public Health Benefits of Proposed Air Pollution Regulations,2060-AM44,0.0,Estimating the Public Health Benefits of Proposed Air Pollution Regulations,pc,Book,no match
Chemicals” Standard and Poor’s Industry Surveys,0.33333333333333337,Delivered Fuel Prices to Industrial and Commercial Clients,0.6732673267326733,Table of Small Business Size Standards Matched to North American Industry Classification System Codes,0.0,Chemicals,2060-AM44,0.2,Delivered Fuel Prices to Industrial and Commercial Clients,pc,,no match
Lung Cancer Cardiopulmonary Mortality and Longterm Exposure to Fine Particulate Air Pollution”,0.1071428571428571,Lung Cancer Cardiopulmonary Mortality and Longterm Exposure to Fine Particulate Air Pollution,0.03125,Lung Cancer Cardiopulmonary Mortality and Longterm Exposure to Fine Particulate Air Pollution,0.0,Lung Cancer Cardiopulmonary Mortality and Longterm Exposure to Fine Particulate Air Pollution,2060-AM44,0.05660377358490565,Lung Cancer Cardiopulmonary Mortality and Longterm Exposure to Fine Particulate Air Pollution,pc,,10.1001/jama.287.9.113
Expert Judgment Assessment of the Mortality Impact of Changes in Ambient Fine Particulate Matter in the US” Environ Sci Technol,0.13888888888888884,Expert Judgment Assessment of the Mortality Impact of Changes in Ambient Fine Particulate Matter in the US,0.17829457364341084,Expert Judgment Assessment of the Mortality Impact of Changes in Ambient Fine Particulate Matter in the US,0.0,Expert Judgment Assessment of the Mortality Impact of Changes in Ambient Fine Particulate Matter in the US,2060-AM44,0.07462686567164177,Expert Judgment Assessment of the Mortality Impact of Changes in Ambient Fine Particulate Matter in the US,pc,,no match
Applying General Equilibrium New York,0.2272727272727273,Applying General Equilibrium,0.2432432432432433,Applying General Equilibrium,0.0,Applying General Equilibrium,2060-AM44,0.1282051282051282,Applying General Equilibrium,pc,,no match
of Economic Analysis BEA,0.40909090909090906,Guidelines for Preparing Economic Analyses,0.5365853658536586,OAQPS Economic Analysis Resource Document,0.21,Guidelines for Preparing Economic Analyses External Review Draft,2060-AM44,0.2571428571428571,Guidelines for Preparing Economic Analyses,pc,,no match
Producer Price Index Series IDPCU321—321— PCUOMFG—OMFG—httpwwwblsgovppihomehtmgt Data accessed on,0.3809523809523809,Expert Judgment Assessment of the Mortality Impact of Changes in Ambient Fine Particulate Matter in the US,0.7904761904761904,Producer Price Indexes,0.0,Producer Price Index,2060-AM44,0.2352941176470589,Expert Judgment Assessment of the Mortality Impact of Changes in Ambient Fine Particulate Matter in the US,pc,,no match
Producer Price Index Series IDPCU322–322–  PCUOMFG–OMFG–,0.5,Producer Price Indexes,0.65625,Producer Price Indexes,0.0,Producer Price Index,2060-AM44,0.33333333333333337,Producer Price Indexes,pc,,no match
of Labor Statistics BLS,0.4761904761904762,Status of Electricity Restructuring by State,0.7241379310344828,Official Energy Statistics from the US Government Glossary,0.31000000000000005,The Value of a Statistical Life A Critical Review of Market Estimates throughout the World,2060-AM44,0.3125,Status of Electricity Restructuring by State,pc,,no match
Producer Price Index” Series ID PCU3313– 3313–  PCUOMFG–OMFG–,0.5185185185185186,Producer Price Indexes,0.6901408450704225,Producer Price Indexes,0.0,Producer Price Index,2060-AM44,0.35,Producer Price Indexes,pc,,no match
Economic Census Sector 00 All sectors Core Business Statistics Series Comparative Statistics for the United States and the States,0.1724137931034483,Sector 00 All sectors Core Business Statistics Series Comparative Statistics for the United States and the States 2007 NAICS Basis 2002 and 2007,0.1456953642384106,2002 Economic Census Sector 00 All sectors Core Business Statistics Series Comparative Statistics for the United States and the States 1997 NAICS Basis,0.0,1997 Economic Census Sector 00 All sectors Core Business Statistics Series Comparative Statistics for the United States and the States 1997 NAICS Basis�,2060-AM44,0.0943396226415094,Sector 00 All sectors Core Business Statistics Series Comparative Statistics for the United States and the States 2007 NAICS Basis 2002 and 2007,pc,,no match
Economic Census Sector 22 Utilities Geographic Area Series Summary Statistics,0.07692307692307687,2002 Economic Census Sector 22 Utilities Geographic Area Series Summary Statistics 2002�,0.125,2002 Economic Census Sector 22 Utilities Geographic Area Series Summary Statistics 2002�,0.0,2002 Economic Census Sector 22 Utilities Geographic Area Series Summary Statistics 2002�,2060-AM44,0.040000000000000036,2002 Economic Census Sector 22 Utilities Geographic Area Series Summary Statistics 2002�,pc,,no match
Census of Governments Volume 4 Number 3 Finances of County Governments,0.07692307692307687,2002 Census of Governments Volume 4 Number 3 Finances of County Governments 2002 GC0243 ,0.20454545454545456,2002 Census of Governments Volume 4 Number 3 Finances of County Governments 2002 GC0243 ,0.0,2002 Census of Governments Volume 4 Number 3 Finances of County Governments 2002 GC0243 ,2060-AM44,0.040000000000000036,2002 Census of Governments Volume 4 Number 3 Finances of County Governments 2002 GC0243 ,pc,,no match
Census of Governments Volume 4 Number 4 Finances of Municipal and Township Governments,0.06666666666666665,2002 Census of Governments Volume 4 Number 4 Finances of Municipal and Township Governments 2002 GC0244 ,0.17307692307692307,2002 Census of Governments Volume 4 Number 4 Finances of Municipal and Township Governments 2002 GC0244 ,0.0,2002 Census of Governments Volume 4 Number 4 Finances of Municipal and Township Governments 2002 GC0244 ,2060-AM44,0.03448275862068961,2002 Census of Governments Volume 4 Number 4 Finances of Municipal and Township Governments 2002 GC0244 ,pc,,no match
Exclusions from the Economic Census”,0.15000000000000002,Exclusions from the Economic Census,0.07894736842105263,Exclusions from the Economic Census,0.0,Exclusions from the Economic Census,2060-AM44,0.08108108108108103,Exclusions from the Economic Census,pc,,no match
NAICS Definition” sssdnaicsnaicsrchcode324search200220NAICS20Searchgt,0.4,Sector 31 Manufacturing Geographic Area Series Industry Statistics for the States Metropolitan and Micropolitan Statistical Areas Counties and Places 2002,0.7605633802816901,OAQPS Economic Analysis Resource Document,0.24,2002 NAICS Definition,2060-AM44,0.25,Sector 31 Manufacturing Geographic Area Series Industry Statistics for the States Metropolitan and Micropolitan Statistical Areas Counties and Places 2002,pc,,no match
